book_id,author,title,text_path,graph_path,philosophy,society,religion,love,death,nature,war,identity
43302,"Tolstoy, Leo, graf","""The Kingdom of God Is Within You"": Christianity Not as a Mystic Religion but as a New Theory of Life","D:\ThoughtMap\gutendex_books\Tolstoy,_Leo,_graf\43302_The_Kingdom_of_God_Is_Within_You___Christianity_Not_as_a_Mystic_Religion_but_as_a_New_Theory_of_Life.txt","D:\ThoughtMap\gutendex_books\Tolstoy,_Leo,_graf\graphs\43302_The_Kingdom_of_God_Is_Within_You___Christianity_Not_as_a_Mystic_Religion_but_as_a_New_Theory_of_Life_thoughtmap.png",0.171578,0.055224,0.202009,0.072579,0.123333,0.144596,0.124056,0.106625
59195,"Tolstoy, Leo, graf",Index of the Project Gutenberg Works of Leon Tolstoy,"D:\ThoughtMap\gutendex_books\Tolstoy,_Leo,_graf\59195_Index_of_the_Project_Gutenberg_Works_of_Leon_Tolstoy.txt","D:\ThoughtMap\gutendex_books\Tolstoy,_Leo,_graf\graphs\59195_Index_of_the_Project_Gutenberg_Works_of_Leon_Tolstoy_thoughtmap.png",0.10712,0.045834,0.106852,0.093725,0.124575,0.175947,0.166657,0.179289
59196,"Dostoyevsky, Fyodor",Index of the Project Gutenberg Works of Fyodor Dostoevsky,"D:\ThoughtMap\gutendex_books\Dostoyevsky,_Fyodor\59196_Index_of_the_Project_Gutenberg_Works_of_Fyodor_Dostoevsky.txt","D:\ThoughtMap\gutendex_books\Dostoyevsky,_Fyodor\graphs\59196_Index_of_the_Project_Gutenberg_Works_of_Fyodor_Dostoevsky_thoughtmap.png",0.111686,0.038705,0.010605,0.015323,0.203401,0.215015,0.220457,0.184808
1342,"Austen, Jane",Pride and Prejudice,"D:\ThoughtMap\gutendex_books\Austen,_Jane\1342_Pride_and_Prejudice.txt","D:\ThoughtMap\gutendex_books\Austen,_Jane\graphs\1342_Pride_and_Prejudice_thoughtmap.png",0.126918,0.112856,0.081908,0.207231,0.109816,0.147137,0.071275,0.14286
42671,"Austen, Jane",Pride and Prejudice,"D:\ThoughtMap\gutendex_books\Austen,_Jane\42671_Pride_and_Prejudice.txt","D:\ThoughtMap\gutendex_books\Austen,_Jane\graphs\42671_Pride_and_Prejudice_thoughtmap.png",0.164053,0.0,0.0,0.0,0.360776,0.46939,0.005781,0.0
31100,"Austen, Jane",The Complete Project Gutenberg Works of Jane Austen: A Linked Index of all PG Editions of Jane Austen,"D:\ThoughtMap\gutendex_books\Austen,_Jane\31100_The_Complete_Project_Gutenberg_Works_of_Jane_Austen__A_Linked_Index_of_all_PG_Editions_of_Jane_Auste.txt","D:\ThoughtMap\gutendex_books\Austen,_Jane\graphs\31100_The_Complete_Project_Gutenberg_Works_of_Jane_Austen__A_Linked_Index_of_all_PG_Editions_of_Jane_Auste_thoughtmap.png",0.10616,0.09091,0.065369,0.198488,0.136687,0.207617,0.082798,0.11197
21839,"Austen, Jane",Sense and Sensibility,"D:\ThoughtMap\gutendex_books\Austen,_Jane\21839_Sense_and_Sensibility.txt","D:\ThoughtMap\gutendex_books\Austen,_Jane\graphs\21839_Sense_and_Sensibility_thoughtmap.png",0.161281,0.0,0.0,0.10906,0.161042,0.37504,0.0,0.193577
161,"Austen, Jane",Sense and Sensibility,"D:\ThoughtMap\gutendex_books\Austen,_Jane\161_Sense_and_Sensibility.txt","D:\ThoughtMap\gutendex_books\Austen,_Jane\graphs\161_Sense_and_Sensibility_thoughtmap.png",0.126373,0.137595,0.038255,0.16803,0.123758,0.184733,0.084419,0.136837
1212,"Austen, Jane",Love and Freindship [sic],"D:\ThoughtMap\gutendex_books\Austen,_Jane\1212_Love_and_Freindship_[sic].txt","D:\ThoughtMap\gutendex_books\Austen,_Jane\graphs\1212_Love_and_Freindship_[sic]_thoughtmap.png",0.0933,0.093257,0.104632,0.266888,0.112861,0.117029,0.06499,0.147042
121,"Austen, Jane",Northanger Abbey,"D:\ThoughtMap\gutendex_books\Austen,_Jane\121_Northanger_Abbey.txt","D:\ThoughtMap\gutendex_books\Austen,_Jane\graphs\121_Northanger_Abbey_thoughtmap.png",0.076575,0.11679,0.057214,0.16855,0.132006,0.254178,0.094579,0.100108
158,"Austen, Jane",Emma,"D:\ThoughtMap\gutendex_books\Austen,_Jane\158_Emma.txt","D:\ThoughtMap\gutendex_books\Austen,_Jane\graphs\158_Emma_thoughtmap.png",0.028707,0.125331,0.020184,0.138203,0.160202,0.286719,0.17598,0.064674
19839,"Austen, Jane",Emma,"D:\ThoughtMap\gutendex_books\Austen,_Jane\19839_Emma.txt","D:\ThoughtMap\gutendex_books\Austen,_Jane\graphs\19839_Emma_thoughtmap.png",0.126308,0.058082,0.0,0.162859,0.163296,0.322008,0.092111,0.075336
26301,"Austen, Jane",Pride and Prejudice,"D:\ThoughtMap\gutendex_books\Austen,_Jane\26301_Pride_and_Prejudice.txt","D:\ThoughtMap\gutendex_books\Austen,_Jane\graphs\26301_Pride_and_Prejudice_thoughtmap.png",0.167841,0.122946,0.035611,0.191361,0.126793,0.165471,0.058201,0.131776
1260,"Brontë, Charlotte",Jane Eyre: An Autobiography,"D:\ThoughtMap\gutendex_books\Brontë,_Charlotte\1260_Jane_Eyre__An_Autobiography.txt","D:\ThoughtMap\gutendex_books\Brontë,_Charlotte\graphs\1260_Jane_Eyre__An_Autobiography_thoughtmap.png",0.10278,0.098924,0.012028,0.156961,0.116197,0.260142,0.080937,0.172031
21181,"Brontë, Charlotte",Villette,"D:\ThoughtMap\gutendex_books\Brontë,_Charlotte\21181_Villette.txt","D:\ThoughtMap\gutendex_books\Brontë,_Charlotte\graphs\21181_Villette_thoughtmap.png",0.134661,0.022172,0.0,0.119527,0.152783,0.409088,0.002161,0.159608
23077,"Brontë, Charlotte",Jane Eyre,"D:\ThoughtMap\gutendex_books\Brontë,_Charlotte\23077_Jane_Eyre.txt","D:\ThoughtMap\gutendex_books\Brontë,_Charlotte\graphs\23077_Jane_Eyre_thoughtmap.png",0.117573,0.039953,0.0,0.116119,0.195581,0.41009,0.0236,0.097085
9182,"Brontë, Charlotte",Villette,"D:\ThoughtMap\gutendex_books\Brontë,_Charlotte\9182_Villette.txt","D:\ThoughtMap\gutendex_books\Brontë,_Charlotte\graphs\9182_Villette_thoughtmap.png",0.067839,0.021228,0.051916,0.148781,0.198156,0.227452,0.161023,0.123605
30486,"Brontë, Charlotte",Shirley,"D:\ThoughtMap\gutendex_books\Brontë,_Charlotte\30486_Shirley.txt","D:\ThoughtMap\gutendex_books\Brontë,_Charlotte\graphs\30486_Shirley_thoughtmap.png",0.128817,0.0,0.046702,0.237286,0.191473,0.156731,0.080902,0.158089
19011,"Shorter, Clement King",Charlotte Brontë and Her Circle,"D:\ThoughtMap\gutendex_books\Shorter,_Clement_King\19011_Charlotte_Brontë_and_Her_Circle.txt","D:\ThoughtMap\gutendex_books\Shorter,_Clement_King\graphs\19011_Charlotte_Brontë_and_Her_Circle_thoughtmap.png",0.479584,0.0,0.0,0.0,0.0,0.354956,0.165459,0.0
1028,"Brontë, Charlotte",The Professor,"D:\ThoughtMap\gutendex_books\Brontë,_Charlotte\1028_The_Professor.txt","D:\ThoughtMap\gutendex_books\Brontë,_Charlotte\graphs\1028_The_Professor_thoughtmap.png",0.117374,0.117948,0.05744,0.0,0.156647,0.336013,0.12083,0.093748
40655,"Malham-Dembleby, John","The Key to the Brontë Works: The Key to Charlotte Brontë's 'Wuthering Heights,' 'Jane Eyre,' and her other works.","D:\ThoughtMap\gutendex_books\Malham-Dembleby,_John\40655_The_Key_to_the_Brontë_Works__The_Key_to_Charlotte_Brontë's_'Wuthering_Heights,'_'Jane_Eyre,'_and_her.txt","D:\ThoughtMap\gutendex_books\Malham-Dembleby,_John\graphs\40655_The_Key_to_the_Brontë_Works__The_Key_to_Charlotte_Brontë's_'Wuthering_Heights,'_'Jane_Eyre,'_and_her_thoughtmap.png",0.147914,0.039349,0.100139,0.077888,0.151765,0.195288,0.143596,0.144061
1827,"Gaskell, Elizabeth Cleghorn",The Life of Charlotte Brontë — Volume 1,"D:\ThoughtMap\gutendex_books\Gaskell,_Elizabeth_Cleghorn\1827_The_Life_of_Charlotte_Brontë_—_Volume_1.txt","D:\ThoughtMap\gutendex_books\Gaskell,_Elizabeth_Cleghorn\graphs\1827_The_Life_of_Charlotte_Brontë_—_Volume_1_thoughtmap.png",0.413374,0.0,0.0,0.0,0.0,0.353767,0.23286,0.0
1700,"Gaskell, Elizabeth Cleghorn",The Life of Charlotte Brontë — Volume 2,"D:\ThoughtMap\gutendex_books\Gaskell,_Elizabeth_Cleghorn\1700_The_Life_of_Charlotte_Brontë_—_Volume_2.txt","D:\ThoughtMap\gutendex_books\Gaskell,_Elizabeth_Cleghorn\graphs\1700_The_Life_of_Charlotte_Brontë_—_Volume_2_thoughtmap.png",0.107254,0.030537,0.075737,0.170395,0.235523,0.174241,0.021591,0.184723
2087,"Darwin, Charles",Life and Letters of Charles Darwin — Volume 1,"D:\ThoughtMap\gutendex_books\Darwin,_Charles\2087_Life_and_Letters_of_Charles_Darwin_—_Volume_1.txt","D:\ThoughtMap\gutendex_books\Darwin,_Charles\graphs\2087_Life_and_Letters_of_Charles_Darwin_—_Volume_1_thoughtmap.png",0.153891,0.096508,0.088751,0.112587,0.165008,0.165733,0.030756,0.186767
2739,"Darwin, Charles",More Letters of Charles Darwin — Volume 1: A Record of His Work in a Series of Hitherto Unpublished Letters,"D:\ThoughtMap\gutendex_books\Darwin,_Charles\2739_More_Letters_of_Charles_Darwin_—_Volume_1__A_Record_of_His_Work_in_a_Series_of_Hitherto_Unpublished_.txt","D:\ThoughtMap\gutendex_books\Darwin,_Charles\graphs\2739_More_Letters_of_Charles_Darwin_—_Volume_1__A_Record_of_His_Work_in_a_Series_of_Hitherto_Unpublished__thoughtmap.png",0.184521,0.07419,0.131634,0.083985,0.132899,0.222496,0.048388,0.121887
22764,"Darwin, Charles",On the Origin of Species by Means of Natural Selection: or the Preservation of Favoured Races in the Struggle for Life. (2nd edition),"D:\ThoughtMap\gutendex_books\Darwin,_Charles\22764_On_the_Origin_of_Species_by_Means_of_Natural_Selection__or_the_Preservation_of_Favoured_Races_in_the.txt","D:\ThoughtMap\gutendex_books\Darwin,_Charles\graphs\22764_On_the_Origin_of_Species_by_Means_of_Natural_Selection__or_the_Preservation_of_Favoured_Races_in_the_thoughtmap.png",0.160573,0.085473,0.144888,0.0795,0.102672,0.210214,0.096022,0.120658
24923,"Darwin, Charles","The Variation of Animals and Plants Under Domestication, Vol. I.","D:\ThoughtMap\gutendex_books\Darwin,_Charles\24923_The_Variation_of_Animals_and_Plants_Under_Domestication,_Vol._I..txt","D:\ThoughtMap\gutendex_books\Darwin,_Charles\graphs\24923_The_Variation_of_Animals_and_Plants_Under_Domestication,_Vol._I._thoughtmap.png",0.078218,0.094213,0.052973,0.079789,0.129911,0.381319,0.07669,0.106888
1228,"Darwin, Charles","On the Origin of Species By Means of Natural Selection: Or, the Preservation of Favoured Races in the Struggle for Life","D:\ThoughtMap\gutendex_books\Darwin,_Charles\1228_On_the_Origin_of_Species_By_Means_of_Natural_Selection__Or,_the_Preservation_of_Favoured_Races_in_th.txt","D:\ThoughtMap\gutendex_books\Darwin,_Charles\graphs\1228_On_the_Origin_of_Species_By_Means_of_Natural_Selection__Or,_the_Preservation_of_Favoured_Races_in_th_thoughtmap.png",0.076647,0.102097,0.053565,0.11521,0.192187,0.246767,0.102276,0.111251
2009,"Darwin, Charles","The Origin of Species by Means of Natural Selection: Or, the Preservation of Favoured Races in the Struggle for Life, 6th Edition","D:\ThoughtMap\gutendex_books\Darwin,_Charles\2009_The_Origin_of_Species_by_Means_of_Natural_Selection__Or,_the_Preservation_of_Favoured_Races_in_the_S.txt","D:\ThoughtMap\gutendex_books\Darwin,_Charles\graphs\2009_The_Origin_of_Species_by_Means_of_Natural_Selection__Or,_the_Preservation_of_Favoured_Races_in_the_S_thoughtmap.png",0.098585,0.117233,0.054341,0.111996,0.094407,0.318193,0.092211,0.113034
23427,"Butler, Samuel","Evolution, Old & New: Or, the Theories of Buffon, Dr. Erasmus Darwin and Lamarck,; as compared with that of Charles Darwin","D:\ThoughtMap\gutendex_books\Butler,_Samuel\23427_Evolution,_Old_&_New__Or,_the_Theories_of_Buffon,_Dr._Erasmus_Darwin_and_Lamarck,;_as_compared_with_.txt","D:\ThoughtMap\gutendex_books\Butler,_Samuel\graphs\23427_Evolution,_Old_&_New__Or,_the_Theories_of_Buffon,_Dr._Erasmus_Darwin_and_Lamarck,;_as_compared_with__thoughtmap.png",0.198173,0.072774,0.056769,0.051377,0.159065,0.22382,0.008334,0.229689
22728,"Darwin, Charles",The Foundations of the Origin of Species: Two Essays written in 1842 and 1844,"D:\ThoughtMap\gutendex_books\Darwin,_Charles\22728_The_Foundations_of_the_Origin_of_Species__Two_Essays_written_in_1842_and_1844.txt","D:\ThoughtMap\gutendex_books\Darwin,_Charles\graphs\22728_The_Foundations_of_the_Origin_of_Species__Two_Essays_written_in_1842_and_1844_thoughtmap.png",0.177148,0.082077,0.106194,0.057573,0.06182,0.318643,0.065506,0.131039
21153,"Darwin, Charles",On the Origin of Species by Means of Natural Selection,"D:\ThoughtMap\gutendex_books\Darwin,_Charles\21153_On_the_Origin_of_Species_by_Means_of_Natural_Selection.txt","D:\ThoughtMap\gutendex_books\Darwin,_Charles\graphs\21153_On_the_Origin_of_Species_by_Means_of_Natural_Selection_thoughtmap.png",0.182928,0.123836,0.065788,0.07794,0.084739,0.28867,0.04372,0.132379
1227,"Darwin, Charles",The Expression of the Emotions in Man and Animals,"D:\ThoughtMap\gutendex_books\Darwin,_Charles\1227_The_Expression_of_the_Emotions_in_Man_and_Animals.txt","D:\ThoughtMap\gutendex_books\Darwin,_Charles\graphs\1227_The_Expression_of_the_Emotions_in_Man_and_Animals_thoughtmap.png",0.111228,0.082106,0.064945,0.18487,0.145694,0.187559,0.081976,0.141622
205,"Thoreau, Henry David","Walden, and On The Duty Of Civil Disobedience","D:\ThoughtMap\gutendex_books\Thoreau,_Henry_David\205_Walden,_and_On_The_Duty_Of_Civil_Disobedience.txt","D:\ThoughtMap\gutendex_books\Thoreau,_Henry_David\graphs\205_Walden,_and_On_The_Duty_Of_Civil_Disobedience_thoughtmap.png",0.104054,0.126469,0.078882,0.092179,0.111097,0.255122,0.090333,0.141863
26289,"Thoreau, Henry David",Walden,"D:\ThoughtMap\gutendex_books\Thoreau,_Henry_David\26289_Walden.txt","D:\ThoughtMap\gutendex_books\Thoreau,_Henry_David\graphs\26289_Walden_thoughtmap.png",0.076309,0.024516,0.0,0.02833,0.216144,0.560816,0.0,0.093884
71,"Thoreau, Henry David",On the Duty of Civil Disobedience,"D:\ThoughtMap\gutendex_books\Thoreau,_Henry_David\71_On_the_Duty_of_Civil_Disobedience.txt","D:\ThoughtMap\gutendex_books\Thoreau,_Henry_David\graphs\71_On_the_Duty_of_Civil_Disobedience_thoughtmap.png",0.199027,0.110559,0.154015,0.088825,0.067639,0.109016,0.190039,0.08088
1022,"Thoreau, Henry David",Walking,"D:\ThoughtMap\gutendex_books\Thoreau,_Henry_David\1022_Walking.txt","D:\ThoughtMap\gutendex_books\Thoreau,_Henry_David\graphs\1022_Walking_thoughtmap.png",0.177617,0.118717,0.131547,0.081657,0.066729,0.182776,0.111405,0.129552
4232,"Thoreau, Henry David",A Week on the Concord and Merrimack Rivers,"D:\ThoughtMap\gutendex_books\Thoreau,_Henry_David\4232_A_Week_on_the_Concord_and_Merrimack_Rivers.txt","D:\ThoughtMap\gutendex_books\Thoreau,_Henry_David\graphs\4232_A_Week_on_the_Concord_and_Merrimack_Rivers_thoughtmap.png",0.103057,0.022548,0.08827,0.060387,0.088287,0.412623,0.156272,0.068558
57393,"Thoreau, Henry David","Journal 01, 1837-1846: The Writings of Henry David Thoreau, Volume 07 (of 20)","D:\ThoughtMap\gutendex_books\Thoreau,_Henry_David\57393_Journal_01,_1837-1846__The_Writings_of_Henry_David_Thoreau,_Volume_07_(of_20).txt","D:\ThoughtMap\gutendex_books\Thoreau,_Henry_David\graphs\57393_Journal_01,_1837-1846__The_Writings_of_Henry_David_Thoreau,_Volume_07_(of_20)_thoughtmap.png",0.298818,0.0,0.044286,0.001389,0.215649,0.20779,0.0,0.232069
43523,"Thoreau, Henry David","Familiar Letters: The Writings of Henry David Thoreau, Volume 06 (of 20)","D:\ThoughtMap\gutendex_books\Thoreau,_Henry_David\43523_Familiar_Letters__The_Writings_of_Henry_David_Thoreau,_Volume_06_(of_20).txt","D:\ThoughtMap\gutendex_books\Thoreau,_Henry_David\graphs\43523_Familiar_Letters__The_Writings_of_Henry_David_Thoreau,_Volume_06_(of_20)_thoughtmap.png",0.089373,0.0,0.0,0.064177,0.211994,0.276077,0.0,0.358379
42500,"Thoreau, Henry David","The Maine Woods: The Writings of Henry David Thoreau, Volume 03 (of 20)","D:\ThoughtMap\gutendex_books\Thoreau,_Henry_David\42500_The_Maine_Woods__The_Writings_of_Henry_David_Thoreau,_Volume_03_(of_20).txt","D:\ThoughtMap\gutendex_books\Thoreau,_Henry_David\graphs\42500_The_Maine_Woods__The_Writings_of_Henry_David_Thoreau,_Volume_03_(of_20)_thoughtmap.png",0.112395,0.046865,0.077852,0.149765,0.120456,0.269301,0.094887,0.128479
59031,"Thoreau, Henry David","Journal 02, 1850-September 15, 1851: The Writings of Henry David Thoreau, Volume 08 (of 20)","D:\ThoughtMap\gutendex_books\Thoreau,_Henry_David\59031_Journal_02,_1850-September_15,_1851__The_Writings_of_Henry_David_Thoreau,_Volume_08_(of_20).txt","D:\ThoughtMap\gutendex_books\Thoreau,_Henry_David\graphs\59031_Journal_02,_1850-September_15,_1851__The_Writings_of_Henry_David_Thoreau,_Volume_08_(of_20)_thoughtmap.png",0.286762,0.0,0.035426,0.005481,0.213281,0.222408,0.0,0.236643
58273,"Thoreau, Henry David",Index of the Project Gutenberg Works of Henry David Thoreau,"D:\ThoughtMap\gutendex_books\Thoreau,_Henry_David\58273_Index_of_the_Project_Gutenberg_Works_of_Henry_David_Thoreau.txt","D:\ThoughtMap\gutendex_books\Thoreau,_Henry_David\graphs\58273_Index_of_the_Project_Gutenberg_Works_of_Henry_David_Thoreau_thoughtmap.png",0.11327,0.06698,0.096182,0.050941,0.128313,0.248324,0.206583,0.089407
